DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP
1,15XX JONES ST,39.1123574266352,-84.5265052371284,WEST END,1099,11003907,4,"CINC, OH 45202",BLACK,MALE,34,NONFATAL,08/29/2010 12:00:00 AM,AUG,,N/A,SUN,11003907,08/29/2010 12:00:00 AM,DISTRICT 1,45214
1,17XX RACE ST,39.1144746079781,-84.5171117643783,OVER-THE-RHINE,694,10903969,1,,BLACK,MALE,23,NONFATAL,08/26/2009 12:00:00 AM,AUG,,N/A,WED,10903969,08/26/2009 12:00:00 AM,DISTRICT 1,45202
1,16XX JOHN ST,39.1133612587504,-84.5250682797368,WEST END,1392,11101858,1,"CINC, OH 45204",BLACK,MALE,21,FATAL,05/10/2011 12:00:00 AM,MAY,155900,15,TUE,11101858,05/10/2011 03:59:00 PM,DISTRICT 1,45214
1,19XX LINN ST,39.1178663247431,-84.5278148759581,WEST END,3176,159023295,1,"CINCINNATI, OH 45210",BLACK,MALE,52,NONFATAL,08/28/2015 12:00:00 AM,AUG,145800,14,FRI,159023295,08/28/2015 02:58:00 PM,DISTRICT 1,45214
1,18XX GOOSE AL,39.1152862106719,-84.5182066481407,OVER-THE-RHINE,2214,139013245,1,"CINCINNATI, OH 45219",BLACK,MALE,29,FATAL,05/24/2013 12:00:00 AM,MAY,022500,2,FRI,139013245,05/24/2013 02:25:00 AM,DISTRICT 1,45202
4,2XX SCHILLER ST,39.1134369795111,-84.5115112505923,MOUNT AUBURN,1518,41104908,1,"CINC, OH 45247",BLACK,MALE,29,NONFATAL,07/31/2011 12:00:00 AM,JUL,133000,13,SUN,41104908,07/31/2011 01:30:00 PM,DISTRICT 4,45202
3,35XX MCHENRY AV,39.1496232045968,-84.5660147643128,EAST WESTWOOD,1672,31110834,1,"CINC, OH 45238",BLACK,MALE,23,NONFATAL,12/14/2011 12:00:00 AM,DEC,154300,15,WED,31110834,12/14/2011 03:43:00 PM,DISTRICT 3,45225
4,9XX WILLIAM H TAFT RD,39.1271388153193,-84.490232957825,WALNUT HILLS,235,40805362,2,,BLACK,MALE,26,NONFATAL,07/27/2008 12:00:00 AM,JUL,,N/A,SUN,40805362,07/27/2008 12:00:00 AM,DISTRICT 4,45206
3,23XX WILLIAMSBURG DR,39.154875483832,-84.5614733722029,FAYE APARTMENTS,2341,139021236,1,"CINC, OH 45225",BLACK,MALE,32,FATAL,08/09/2013 12:00:00 AM,AUG,233000,23,FRI,139021236,08/09/2013 11:30:00 PM,DISTRICT 3,45225
2,32XX GILBERT AV,39.1376730308639,-84.4770773412523,EVANSTON,2091,139002304,1,"CINCINNATI, OH 45207",BLACK,MALE,16,FATAL,01/28/2013 12:00:00 AM,JAN,190700,19,MON,139002304,01/28/2013 07:07:00 PM,DISTRICT 2,45207
1,17XX CENTRAL AV,39.1151937302995,-84.522406418811,WEST END,2224,139012971,1,"NOBLEVILLE, IN",BLACK,MALE,45,NONFATAL,05/27/2013 12:00:00 AM,MAY,033000,3,MON,139012971,05/27/2013 03:30:00 AM,DISTRICT 1,45214
4,30XX KERPER AV,39.1381632562979,-84.4866444941886,WALNUT HILLS,3754,169033020,1,,BLACK,MALE,57,NONFATAL,12/18/2016 12:00:00 AM,DEC,024000,2,SUN,169033020,12/18/2016 02:40:00 AM,DISTRICT 4,
4,35XX READING RD,39.1465463397792,-84.4899647450033,AVONDALE,3378,169003921,1,"CINCINNATI, OH 45206",BLACK,MALE,18,NONFATAL,02/19/2016 12:00:00 AM,FEB,140500,14,FRI,169003921,02/19/2016 02:05:00 PM,DISTRICT 4,
3,32XX BEEKMAN,39.1462055154078,-84.5506042273221,MILLVALE,1087,31009444,1,"CINC, OH",BLACK,MALE,19,FATAL,08/26/2010 12:00:00 AM,AUG,,N/A,THU,31009444,08/26/2010 12:00:00 AM,DISTRICT 3,45225
C,8XX MAIN ST,39.1052761029148,-84.5104866598639,CBD/RIVERFRONT,2151,139007934,1,"CINC, OH 45231",BLACK,MALE,26,NONFATAL,04/05/2013 12:00:00 AM,APR,224600,22,FRI,139007934,04/05/2013 10:46:00 PM,CENTRAL BUSINESS SECTION,45202
3,12XX ROSEMONT AV,39.1165120892529,-84.5837755310466,WEST PRICE HILL,218,30807030,2,,BLACK,MALE,36,NONFATAL,07/22/2008 12:00:00 AM,JUL,,N/A,TUE,30807030,07/22/2008 12:00:00 AM,DISTRICT 3,45205
5,44XX COLERAIN AV,39.163900792564,-84.5527543951941,NORTHSIDE,3149,159021025,1,"CINCINNATI, OH 45224",BLACK,MALE,24,NONFATAL,08/07/2015 12:00:00 AM,AUG,184600,18,FRI,159021025,08/07/2015 06:46:00 PM,DISTRICT 5,45223
4,48XX READING RD,39.1750435513387,-84.4700086435368,BOND HILL,3306,159032086,1,"CINCINNATI, OH 45224",BLACK,MALE,44,NONFATAL,11/27/2015 12:00:00 AM,NOV,203000,20,FRI,159032086,11/27/2015 08:30:00 PM,DISTRICT 4,
4,5XX RINGGOLD ST,39.1145757404985,-84.5050974939489,MOUNT AUBURN,1202,41007079,1,"CINC, OH 45219",BLACK,MALE,28,FATAL,11/04/2010 12:00:00 AM,NOV,,N/A,THU,41007079,11/04/2010 12:00:00 AM,DISTRICT 4,45202
3,35XX MCHENRY AV,39.1494309722179,-84.5665591436586,EAST WESTWOOD,1026,31006064,1,,WHITE,MALE,27,NONFATAL,06/26/2010 12:00:00 AM,JUN,,N/A,SAT,31006064,06/26/2010 12:00:00 AM,DISTRICT 3,45225
3,42XX GLENWAY AV,39.113910829554,-84.5834055422514,WEST PRICE HILL,2970,159009950,1,"CINTI, OH 45205",BLACK,MALE,26,NONFATAL,04/23/2015 12:00:00 AM,APR,211000,21,THU,159009950,04/23/2015 09:10:00 PM,DISTRICT 3,45205
3,38XX PRESIDENT DR,39.155314711552,-84.5600346818542,FAYE APARTMENTS,1043,31006683,1,,UNKNOWN,MALE,110,FATAL,07/12/2010 12:00:00 AM,JUL,,N/A,MON,31006683,07/12/2010 12:00:00 AM,DISTRICT 3,45225
2,62XX COLERIDGE AV,39.1855948440495,-84.4107169736155,KENNEDY HEIGHTS,3417,169006294,1,"CINCINNATI, OH 45227",BLACK,MALE,31,NONFATAL,03/24/2016 12:00:00 AM,MAR,031200,3,THU,169006294,03/24/2016 03:12:00 AM,DISTRICT 2,
1,16XX RACE ST,39.1138181222822,-84.5178612805378,OVER-THE-RHINE,2366,139023606,1,"CINCINNATI, OH 45224",BLACK,MALE,39,FATAL,09/02/2013 12:00:00 AM,SEP,225300,22,MON,139023606,09/02/2013 10:53:00 PM,DISTRICT 1,45202
3,32XX GLENMORE AV,39.1440881141937,-84.6123543893092,WESTWOOD,3660,169024683,1,,BLACK,MALE,43,FATAL,09/22/2016 12:00:00 AM,SEP,000200,0,THU,169024683,09/22/2016 12:02:00 AM,DISTRICT 3,
4,77XX READING RD,39.2034118259345,-84.4561904305966,ROSELAWN,2173,139009642,1,"CINCI, OH 45213",BLACK,MALE,25,NONFATAL,04/20/2013 12:00:00 AM,APR,212000,21,SAT,139009642,04/20/2013 09:20:00 PM,DISTRICT 4,45237
3,48XX GLENWAY AV,39.1168004516969,-84.5968954382754,WEST PRICE HILL,1457,31105455,1,"CINC, OH 45205",BLACK,MALE,22,NONFATAL,06/25/2011 12:00:00 AM,JUN,221500,22,SAT,31105455,06/25/2011 10:15:00 PM,DISTRICT 3,45238
5,5XX DUTCH COLONY DR,39.1881333562333,-84.5101305324409,WINTON HILLS,541,50902331,1,,BLACK,MALE,17,NONFATAL,04/26/2009 12:00:00 AM,APR,,N/A,SUN,50902331,04/26/2009 12:00:00 AM,DISTRICT 5,45232
5,25XX FLANIGAN CT,39.2036256494308,-84.5757478302985,MOUNT AIRY,1949,129024930,2,"CINC, OH 45231",BLACK,MALE,23,NONFATAL,09/03/2012 12:00:00 AM,SEP,143000,14,MON,129024930,09/03/2012 02:30:00 PM,DISTRICT 5,45239
3,54XX HILLSIDE AV,39.0975351792812,-84.6588898077191,RIVERSIDE,1820,129012433,1,"CINC, OH 45238",WHITE,MALE,31,NONFATAL,05/11/2012 12:00:00 AM,MAY,211000,21,FRI,129012433,05/11/2012 09:10:00 PM,DISTRICT 3,45233
3,31XX MCHENRY AVE,39.1444878634897,-84.5760037066629,WESTWOOD,1285,31100505,1,"LOVELAND, OH 45140",BLACK,MALE,33,NONFATAL,01/19/2011 12:00:00 AM,JAN,180200,18,WED,31100505,01/19/2011 06:02:00 PM,DISTRICT 3,45211
2,52XX RAVENNA ST,39.1630233739905,-84.3935374310708,MADISONVILLE,376,20805978,1,,BLACK,MALE,18,NONFATAL,11/12/2008 12:00:00 AM,NOV,,N/A,WED,20805978,11/12/2008 12:00:00 AM,DISTRICT 2,45227
3,25XX HARRISON AV,39.1421761283084,-84.5860571769871,WESTWOOD,586,30904875,1,,BLACK,MALE,18,NONFATAL,06/02/2009 12:00:00 AM,JUN,,N/A,TUE,30904875,06/02/2009 12:00:00 AM,DISTRICT 3,45211
4,25XX GILBERT AV,39.1259527400557,-84.4898293873587,WALNUT HILLS,3305,159031958,1,"CINCINNATI, OH 45207",BLACK,MALE,66,NONFATAL,11/26/2015 12:00:00 AM,NOV,010500,1,THU,159031958,11/26/2015 01:05:00 AM,DISTRICT 4,
3,32XX BROADWELL AV,39.1482209106443,-84.610005864976,WESTWOOD,2581,149008570,2,"CINCINNATI, OH 45223",BLACK,MALE,32,NONFATAL,04/18/2014 12:00:00 AM,APR,214000,21,FRI,149008570,04/18/2014 09:40:00 PM,DISTRICT 3,45211
2,19XX KINNEY AV,39.1370570188299,-84.4665905735134,EVANSTON,734,20904562,2,,BLACK,MALE,29,FATAL,09/28/2009 12:00:00 AM,SEP,,N/A,MON,20904562,09/28/2009 12:00:00 AM,DISTRICT 2,45207
1,XX E 15TH ST #2F,39.1119990945005,-84.5145573348199,OVER-THE-RHINE,1282,11100188,1,"CINC., OH 45202",BLACK,MALE,44,NONFATAL,01/15/2011 12:00:00 AM,JAN,212500,21,SAT,11100188,01/15/2011 09:25:00 PM,DISTRICT 1,45202
5,53XX WINNESTE AV,39.1876616655621,-84.5142169508268,WINTON HILLS,2964,159010402,1,"CINCINNATI, OH 45232",BLACK,MALE,31,NONFATAL,04/20/2015 12:00:00 AM,APR,150000,15,MON,159010402,04/20/2015 03:00:00 PM,DISTRICT 5,45232
5,11XX W NORTHBEND RD,39.2021179112822,-84.5360987870488,COLLEGE HILL,3011,159011890,1,"CINCINNATI, OH",BLACK,MALE,23,NONFATAL,05/12/2015 12:00:00 AM,MAY,232000,23,TUE,159011890,05/12/2015 11:20:00 PM,DISTRICT 5,45224
1,17XX JOHN ST,39.1145489733563,-84.5236031396043,WEST END,1977,129028294,1,"CINC, OH 45229",BLACK,MALE,16,NONFATAL,09/30/2012 12:00:00 AM,SEP,00000000000000.000,0,SUN,129028294,09/30/2012 12:00:00 AM,DISTRICT 1,45214
1,17XX LANG ST,39.1149823264213,-84.5151009587671,OVER-THE-RHINE,1259,11005724,1,"CIN, OH 45202",BLACK,MALE,21,NONFATAL,12/27/2010 12:00:00 AM,DEC,,N/A,MON,11005724,12/27/2010 12:00:00 AM,DISTRICT 1,45202
3,30XX BEEKMAN ST,39.1377482445743,-84.5494081966238,MILLVALE,3595,169019217,1,"CINCINNATI, OH 45229",BLACK,MALE,26,NONFATAL,07/30/2016 12:00:00 AM,JUL,191000,19,SAT,169019217,07/30/2016 07:10:00 PM,DISTRICT 3,
4,76XX READING RD,39.2010997419756,-84.4569881465774,ROSELAWN,351,40808042,1,,BLACK,MALE,30,NONFATAL,10/25/2008 12:00:00 AM,OCT,,N/A,SAT,40808042,10/25/2008 12:00:00 AM,DISTRICT 4,45237
5,20XX W CLIFTON AV,39.120148427373,-84.5213755943652,CUF,2304,139018038,1,"CINC, OH 45237",BLACK,FEMALE,14,NONFATAL,07/12/2013 12:00:00 AM,JUL,110000,11,FRI,139018038,07/12/2013 11:00:00 AM,DISTRICT 5,45219
4,23XX GILBERT AV,39.1231420392314,-84.4923964513765,WALNUT HILLS,3253,159028689,2,"CINCINNATI, OH",BLACK,MALE,29,FATAL,10/18/2015 12:00:00 AM,OCT,212400,21,SUN,159028689,10/18/2015 09:24:00 PM,DISTRICT 4,
4,6XX ROCKDALE AV,39.1452211277072,-84.49429154053,AVONDALE,1330,41101716,1,"CINC, OH 45229",BLACK,MALE,22,FATAL,03/23/2011 12:00:00 AM,MAR,223000,22,WED,41101716,03/23/2011 10:30:00 PM,DISTRICT 4,45229
4,33XX HARVEY AV,39.1408606152103,-84.4978401537758,AVONDALE,3100,159017402,2,"CINC, OH 45229",BLACK,FEMALE,6,NONFATAL,07/05/2015 12:00:00 AM,JUL,135700,13,SUN,159017402,07/05/2015 01:57:00 PM,DISTRICT 4,45229
3,24XX HARRISON AV,39.1403520803621,-84.5803446580379,WESTWOOD,3469,169011834,2,"CINCINNATI, OH 45225",BLACK,MALE,18,NONFATAL,05/18/2016 12:00:00 AM,MAY,215000,21,WED,169011834,05/18/2016 09:50:00 PM,DISTRICT 3,
4,48XX READING RD,39.174670835184,-84.4680216708762,BOND HILL,1221,41007459,1,"CINC, OH 45227",BLACK,MALE,29,NONFATAL,11/21/2010 12:00:00 AM,NOV,,N/A,SUN,41007459,11/21/2010 12:00:00 AM,DISTRICT 4,45237
3,24XX BLAINE RD,39.1300565626723,-84.5527026121789,SOUTH FAIRMOUNT,1525,31106847,1,"CINC, OH 45202",BLACK,MALE,19,NONFATAL,08/03/2011 12:00:00 AM,AUG,141500,14,WED,31106847,08/03/2011 02:15:00 PM,DISTRICT 3,45214
3,19XX SUTTER AV,39.1377399744492,-84.5569451299629,ENGLISH WOODS,2604,149010432,1,"CINCINNATI, OH 45214",BLACK,MALE,29,FATAL,05/07/2014 12:00:00 AM,MAY,220000,22,WED,149010432,05/07/2014 10:00:00 PM,DISTRICT 3,45225
4,26XX GLENDORA AV,39.1295517681072,-84.5111446985643,CORRYVILLE,1156,41006315,1,"CINC, OH 45219",BLACK,MALE,25,NONFATAL,10/04/2010 12:00:00 AM,OCT,,N/A,MON,41006315,10/04/2010 12:00:00 AM,DISTRICT 4,45219
1,2XX E THIRTEENTH ST,39.1100003969032,-84.5121519223764,OVER-THE-RHINE,75,10801585,1,,BLACK,MALE,27,NONFATAL,04/09/2008 12:00:00 AM,APR,,N/A,WED,10801585,04/09/2008 12:00:00 AM,DISTRICT 1,45202
1,13XX LINN ST,39.1084554157391,-84.5287472506246,WEST END,2630,149012431,1,0,BLACK,MALE,27,FATAL,05/27/2014 12:00:00 AM,MAY,214500,21,TUE,149012431,05/27/2014 09:45:00 PM,DISTRICT 1,45203
1,13XX WALNUT ST,39.109549707838,-84.514280481078,OVER-THE-RHINE,2301,139017737,3,"CINC, OH 45231",BLACK,MALE,26,NONFATAL,07/10/2013 12:00:00 AM,JUL,032300,3,WED,139017737,07/10/2013 03:23:00 AM,DISTRICT 1,45202
3,DX,37.7957283903993,-89.3176536578326,,1919,129023563,1,"CINC, OH 45207",BLACK,MALE,16,NONFATAL,08/05/2012 12:00:00 AM,AUG,230700,23,SUN,129023563,08/05/2012 11:07:00 PM,DISTRICT 3,45052
3,19XX BALTIMORE AV,39.1369596047083,-84.5599795300837,NORTH FAIRMOUNT,2153,139008089,2,"CINC, OH 45237",BLACK,MALE,22,NONFATAL,04/08/2013 12:00:00 AM,APR,160000,16,MON,139008089,04/08/2013 04:00:00 PM,DISTRICT 3,45225
2,1XX ELDORADO AV,39.0658425260199,-84.4242542773483,CALIFORNIA,1941,129024789,2,"CINC, OH 45230",WHITE,MALE,25,NONFATAL,08/30/2012 12:00:00 AM,AUG,215700,21,THU,129024789,08/30/2012 09:57:00 PM,DISTRICT 2,45228
3,19XX WESTWOOD NORTHERN BV,39.142655098454,-84.556499747282,ENGLISH WOODS,1551,31107658,1,"CINC, OH 45223",BLACK,MALE,36,NONFATAL,08/31/2011 12:00:00 AM,AUG,000500,0,WED,31107658,08/31/2011 12:05:00 AM,DISTRICT 3,45225
4,9XX E MCMILLAN ST,39.1255265691079,-84.4885761322504,WALNUT HILLS,1580,41106145,1,"CINC, OH 45229",BLACK,MALE,28,NONFATAL,09/24/2011 12:00:00 AM,SEP,004100,0,SAT,41106145,09/24/2011 12:41:00 AM,DISTRICT 4,45206
1,17XX RACE ST,39.1148903061632,-84.517617260968,OVER-THE-RHINE,1475,11102745,1,"CINC, OH 45225",BLACK,MALE,31,NONFATAL,07/04/2011 12:00:00 AM,JUL,110000,11,MON,11102745,07/04/2011 11:00:00 AM,DISTRICT 1,45202
5,1XX CRAFT ST,39.1790535329191,-84.5105874566066,WINTON HILLS,3712,169028531,1,,BLACK,MALE,30,NONFATAL,10/31/2016 12:00:00 AM,OCT,223500,22,MON,169028531,10/31/2016 10:35:00 PM,DISTRICT 5,
3,18XX FAIRMOUNT AV,39.1308450559064,-84.5567953422815,SOUTH FAIRMOUNT,3104,159017574,1,"CINCINNATI, OH 45214",WHITE,MALE,87,FATAL,07/07/2015 12:00:00 AM,JUL,130000,13,TUE,159017574,07/07/2015 01:00:00 PM,DISTRICT 3,45214
1,16XX HAMER ST,39.1132649896201,-84.5145502331741,OVER-THE-RHINE,830,10906073,1,,BLACK,FEMALE,62,NONFATAL,12/27/2009 12:00:00 AM,DEC,,N/A,SUN,10906073,12/27/2009 12:00:00 AM,DISTRICT 1,45202
4,28XX GERARD ST,39.1315343686238,-84.5043732516247,CORRYVILLE,1550,41105612,1,"CINC, OH 45237",BLACK,MALE,34,NONFATAL,08/30/2011 12:00:00 AM,AUG,170100,17,TUE,41105612,08/30/2011 05:01:00 PM,DISTRICT 4,45219
3,30XX MCHENRY AV,39.1428615255035,-84.5787833148307,WESTWOOD,3260,159029001,1,"CINCINNATI, OH 45205",BLACK,MALE,19,NONFATAL,10/22/2015 12:00:00 AM,OCT,153500,15,THU,159029001,10/22/2015 03:35:00 PM,DISTRICT 3,
3,19XX WESTWOOD NORTHERN BV,39.1436304131187,-84.5585695926453,ENGLISH WOODS,2554,149005608,1,"CINCINNATI, OH 45205",BLACK,MALE,21,NONFATAL,03/15/2014 12:00:00 AM,MAR,181600,18,SAT,149005608,03/15/2014 06:16:00 PM,DISTRICT 3,45225
3,8XX ROSEMONT AV,39.107497235127,-84.5826925915064,WEST PRICE HILL,2958,159009549,1,"CINCINNATI, OH 45211",WHITE,FEMALE,30,FATAL,04/13/2015 12:00:00 AM,APR,225200,22,MON,159009549,04/13/2015 10:52:00 PM,DISTRICT 3,45205
2,36XX CLARION AV,39.1446972417857,-84.4702056694344,EVANSTON,1732,129003178,1,"CINC, OH 45207",BLACK,MALE,40,NONFATAL,02/03/2012 12:00:00 AM,FEB,151800,15,FRI,129003178,02/03/2012 03:18:00 PM,DISTRICT 2,45207
1,13XX MAIN ST,39.1106804896066,-84.5114750244842,OVER-THE-RHINE,1391,11101857,1,"CINC, OH 45214",BLACK,MALE,20,FATAL,05/10/2011 12:00:00 AM,MAY,092800,9,TUE,11101857,05/10/2011 09:28:00 AM,DISTRICT 1,45202
5,53XX HOLLAND DRIVE,39.18750897143,-84.5121924351405,WINTON HILLS,1602,51105643,2,"CINC, OH 45223",BLACK,MALE,21,NONFATAL,10/06/2011 12:00:00 AM,OCT,000400,0,THU,51105643,10/06/2011 12:04:00 AM,DISTRICT 5,45232
5,32XX JEFFERSON AV,39.1405945714489,-84.5119807521277,CLIFTON,233,50804491,1,,UNKNOWN,MALE,27,FATAL,07/27/2008 12:00:00 AM,JUL,,N/A,SUN,50804491,07/27/2008 12:00:00 AM,DISTRICT 5,45220
4,23XX READING RD,39.1246512701658,-84.5010742076216,MOUNT AUBURN,940,41001978,3,,BLACK,MALE,26,NONFATAL,04/12/2010 12:00:00 AM,APR,,N/A,MON,41001978,04/12/2010 12:00:00 AM,DISTRICT 4,45206
5,42XX HAMILTON AV,39.1640108712092,-84.5407438869863,COLLEGE HILL,2417,139027885,1,,BLACK,MALE,31,NONFATAL,10/11/2013 12:00:00 AM,OCT,121500,12,FRI,139027885,10/11/2013 12:15:00 PM,DISTRICT 5,45223
3,12XX ELBERON AV,39.1131029594041,-84.5645164015579,EAST PRICE HILL,3127,159019478,2,"COLLEGE HILL, OH 4521",BLACK,MALE,28,NONFATAL,07/24/2015 12:00:00 AM,JUL,111700,11,FRI,159019478,07/24/2015 11:17:00 AM,DISTRICT 3,45205
2,33XX SPOKAINE AV,39.1390156527775,-84.4711842923202,EVANSTON,2085,139001821,1,"VERONA, KY 41092",WHITE,MALE,28,NONFATAL,01/19/2013 12:00:00 AM,JAN,200000,20,SAT,139001821,01/19/2013 08:00:00 PM,DISTRICT 2,45207
3,20XX HARRISON AV,39.1338268459783,-84.5665178369527,SOUTH FAIRMOUNT,3548,169016832,1,"CINCINNATI, OH 45214",BLACK,MALE,31,NONFATAL,07/08/2016 12:00:00 AM,JUL,132000,13,FRI,169016832,07/08/2016 01:20:00 PM,DISTRICT 3,
3,21XX STORRS ST,39.1037867875125,-84.5533589606896,LOWER PRICE HILL,3502,169014131,2,"CINCINNATI, OH 45202",BLACK,MALE,20,NONFATAL,06/12/2016 12:00:00 AM,JUN,214000,21,SUN,169014131,06/12/2016 09:40:00 PM,DISTRICT 3,
3,36XX W EIGHTH ST,39.1062297308174,-84.5729164633135,EAST PRICE HILL,2135,139006060,3,"CINC, OH 45205",BLACK,MALE,26,NONFATAL,03/17/2013 12:00:00 AM,MAR,014100,1,SUN,139006060,03/17/2013 01:41:00 AM,DISTRICT 3,45205
2,24XX RIVERSIDE DR,39.1240608832014,-84.4634467331484,EAST END,847,21000262,1,,BLACK,MALE,80,NONFATAL,01/25/2010 12:00:00 AM,JAN,,N/A,MON,21000262,01/25/2010 12:00:00 AM,DISTRICT 2,45202
5,15XX ADDINGHAM PL,39.1666688156476,-84.5389606304204,NORTHSIDE,2903,159004081,1,"CINTI, OH 45229",WHITE,MALE,41,NONFATAL,02/18/2015 12:00:00 AM,FEB,183400,18,WED,159004081,02/18/2015 06:34:00 PM,DISTRICT 5,45223
1,2XX E 14TH ST,39.1119956503541,-84.5126674452968,PENDLETON,1065,11003516,1,"CINC., OH 45202",BLACK,MALE,36,NONFATAL,08/07/2010 12:00:00 AM,AUG,,N/A,SAT,11003516,08/07/2010 12:00:00 AM,DISTRICT 1,45202
3,21XX STORRS ST,39.1030850233898,-84.5524233090665,LOWER PRICE HILL,1395,31103813,1,"CINC, OH 45205",BLACK,MALE,38,NONFATAL,05/11/2011 12:00:00 AM,MAY,234500,23,WED,31103813,05/11/2011 11:45:00 PM,DISTRICT 3,45204
2,36XX CLARION AV,39.1449246850588,-84.4706956371573,EVANSTON,254,20804050,1,,BLACK,MALE,17,NONFATAL,08/13/2008 12:00:00 AM,AUG,,N/A,WED,20804050,08/13/2008 12:00:00 AM,DISTRICT 2,45207
5,46XX SPRING GROVE AV,39.1648760292601,-84.5189355701831,SPRING GROVE VILLAGE,2882,159001980,1,"CINTI, OH 45223",BLACK,MALE,26,NONFATAL,01/23/2015 12:00:00 AM,JAN,172000,17,FRI,159001980,01/23/2015 05:20:00 PM,DISTRICT 5,45232
1,2XX MULBERRY ST #1,39.1162269338698,-84.5122036301194,OVER-THE-RHINE,1307,11100722,1,"CINC., OH 45202",BLACK,MALE,26,NONFATAL,02/25/2011 12:00:00 AM,FEB,152000,15,FRI,11100722,02/25/2011 03:20:00 PM,DISTRICT 1,45202
2,43XX WHETSEL AV,39.152768961511,-84.3934183497554,MADISONVILLE,1739,129004316,1,"CINC, OH 45213",BLACK,MALE,37,NONFATAL,02/18/2012 12:00:00 AM,FEB,010000,1,SAT,129004316,02/18/2012 01:00:00 AM,DISTRICT 2,45227
4,50XX PADDOCK RD,39.1774865043336,-84.4782689608157,BOND HILL,2930,159007115,1,"CINC, OH 45231",BLACK,MALE,32,NONFATAL,03/25/2015 12:00:00 AM,MAR,191200,19,WED,159007115,03/25/2015 07:12:00 PM,DISTRICT 4,45237
4,76XX READING RD,39.2000473654521,-84.4568066288011,ROSELAWN,897,41001414,1,,BLACK,MALE,26,NONFATAL,03/19/2010 12:00:00 AM,MAR,,N/A,FRI,41001414,03/19/2010 12:00:00 AM,DISTRICT 4,45237
3,25XX SUNNYHILL DR,39.1557401280933,-84.5602573026667,FAYE APARTMENTS,1678,31110951,1,"CINC, OH 45225",BLACK,FEMALE,24,NONFATAL,12/20/2011 12:00:00 AM,DEC,012500,1,TUE,31110951,12/20/2011 01:25:00 AM,DISTRICT 3,45225
3,16XX WICKHAM PL,39.1267966998964,-84.5538942932303,SOUTH FAIRMOUNT,1965,129027059,1,"CINC, OH 45224",BLACK,MALE,29,NONFATAL,09/19/2012 12:00:00 AM,SEP,140000,14,WED,129027059,09/19/2012 02:00:00 PM,DISTRICT 3,45214
4,22XX BURNET AV,39.1215603170416,-84.5026947162472,MOUNT AUBURN,3793,179001789,2,,BLACK,FEMALE,9,FATAL,01/18/2017 12:00:00 AM,JAN,173100,17,WED,179001789,01/18/2017 05:31:00 PM,DISTRICT 4,
1,16XX RACE ST,39.1126481222822,-84.5169412805378,OVER-THE-RHINE,1002,11002290,1,,BLACK,FEMALE,24,NONFATAL,06/08/2010 12:00:00 AM,JUN,,N/A,TUE,11002290,06/08/2010 12:00:00 AM,DISTRICT 1,45202
2,61XX PRENTICE ST,39.1594661553044,-84.3912923743656,MADISONVILLE,3165,159022597,7,"CINCINNATI, OH 45227",BLACK,MALE,52,NONFATAL,08/21/2015 12:00:00 AM,AUG,235800,23,FRI,159022597,08/21/2015 11:58:00 PM,DISTRICT 2,45227
2,56XX MONTGOMERY RD,39.1768073830945,-84.4386139674124,PLEASANT RIDGE,542,20901724,1,,BLACK,MALE,17,NONFATAL,04/26/2009 12:00:00 AM,APR,,N/A,SUN,20901724,04/26/2009 12:00:00 AM,DISTRICT 2,45212
4,48XX READING RD,39.174940835184,-84.4667016708762,BOND HILL,1407,41103092,3,"CINC, OH 45202",BLACK,MALE,23,NONFATAL,05/22/2011 12:00:00 AM,MAY,213500,21,SUN,41103092,05/22/2011 09:35:00 PM,DISTRICT 4,45237
5,17XX CASEY DR,39.1782419097252,-84.5464181353655,NORTHSIDE,433,50900213,1,,BLACK,MALE,27,NONFATAL,01/12/2009 12:00:00 AM,JAN,,N/A,MON,50900213,01/12/2009 12:00:00 AM,DISTRICT 5,45223
3,5XX ELBERON AV,39.1020522311306,-84.5655375814052,EAST PRICE HILL,339,30810596,1,,WHITE,MALE,18,FATAL,10/17/2008 12:00:00 AM,OCT,,N/A,FRI,30810596,10/17/2008 12:00:00 AM,DISTRICT 3,45205
1,13XX VINE ST,39.1102106117311,-84.5153090902355,OVER-THE-RHINE,607,10902808,1,,BLACK,MALE,37,NONFATAL,06/24/2009 12:00:00 AM,JUN,,N/A,WED,10902808,06/24/2009 12:00:00 AM,DISTRICT 1,45202
1,4XX W MCMICKEN AV,39.1213439482324,-84.528516897368,OVER-THE-RHINE,1586,11103971,1,"CINC, OH 45205",BLACK,MALE,28,NONFATAL,09/28/2011 12:00:00 AM,SEP,184500,18,WED,11103971,09/28/2011 06:45:00 PM,DISTRICT 1,45214
1,17XX VINE ST,39.1153949122957,-84.5168595904997,OVER-THE-RHINE,1537,11103305,1,"CINC, OH 45202",BLACK,MALE,21,NONFATAL,08/14/2011 12:00:00 AM,AUG,154000,15,SUN,11103305,08/14/2011 03:40:00 PM,DISTRICT 1,45202
