DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP
4,5XX ROCKDALE AVE,39.1451085017946,-84.4948745157889,AVONDALE,2739,149022311,1,"CINC, OH 45229",BLACK,MALE,16,NONFATAL,09/05/2014 12:00:00 AM,SEP,170100,17,FRI,149022311,09/05/2014 05:01:00 PM,DISTRICT 4,45229
3,12XX BEECH AV,39.1163980188554,-84.5770655815707,WEST PRICE HILL,1869,129018037,1,"CINC, OH 45205",BLACK,MALE,26,NONFATAL,07/02/2012 12:00:00 AM,JUL,235700,23,MON,129018037,07/02/2012 11:57:00 PM,DISTRICT 3,45205
1,8XX YORK ST,39.1172488840711,-84.5280690273484,WEST END,2467,139032366,3,"CINCINNATI, OH 45238",BLACK,MALE,23,NONFATAL,11/28/2013 12:00:00 AM,NOV,112000,11,THU,139032366,11/28/2013 11:20:00 AM,DISTRICT 1,45214
3,6XX NEAVE ST,39.1024891030761,-84.5530964560393,LOWER PRICE HILL,1036,31006168,1,"CINC, OH 45205",BLACK,MALE,27,NONFATAL,07/01/2010 12:00:00 AM,JUL,,N/A,THU,31006168,07/01/2010 12:00:00 AM,DISTRICT 3,45204
1,13XX BROADWAY ST,39.1111969977571,-84.507755587558,PENDLETON,558,10901932,1,,BLACK,FEMALE,20,FATAL,05/10/2009 12:00:00 AM,MAY,,N/A,SUN,10901932,05/10/2009 12:00:00 AM,DISTRICT 1,45202
3,19XX WESTWOOD NORTHERN BV,39.1427568162192,-84.5583424685846,EAST WESTWOOD,388,30812105,1,,BLACK,MALE,23,FATAL,11/26/2008 12:00:00 AM,NOV,,N/A,WED,30812105,11/26/2008 12:00:00 AM,DISTRICT 3,45225
4,5XX HALE AV,39.1412425742133,-84.4970112992755,AVONDALE,3045,159014110,2,"CINC, OH 45216",BLACK,MALE,18,NONFATAL,06/03/2015 12:00:00 AM,JUN,153000,15,WED,159014110,06/03/2015 03:30:00 PM,DISTRICT 4,45229
3,31XX BRACKEN WOODS LN,39.1452112056222,-84.5844430018783,WESTWOOD,1510,31106574,1,"CINC, OH 45205",BLACK,MALE,19,NONFATAL,07/27/2011 12:00:00 AM,JUL,020000,2,WED,31106574,07/27/2011 02:00:00 AM,DISTRICT 3,45211
5,53XX HOLLAND DRIVE,39.18740897143,-84.5134524351405,WINTON HILLS,1601,51105643,2,"WEST CHESTER, OH 4506",BLACK,MALE,28,NONFATAL,10/06/2011 12:00:00 AM,OCT,000400,0,THU,51105643,10/06/2011 12:04:00 AM,DISTRICT 5,45232
3,36XX WARSAW AV,39.1098813370566,-84.57152415379,EAST PRICE HILL,1809,129011665,5,"CINC, OH 45240",BLACK,MALE,26,NONFATAL,05/06/2012 12:00:00 AM,MAY,053000,5,SUN,129011665,05/06/2012 05:30:00 AM,DISTRICT 3,45205
3,3XX CRESTLINE AV,39.0965695387508,-84.566846339209,EAST PRICE HILL,1970,129027562,1,"CIN, OH 45232",BLACK,MALE,24,NONFATAL,09/24/2012 12:00:00 AM,SEP,195500,19,MON,129027562,09/24/2012 07:55:00 PM,DISTRICT 3,45205
4,3XX ROCKDALE AV,39.1449565129174,-84.5006703247118,AVONDALE,2451,139030832,1,"CINC, OH 45229",BLACK,MALE,39,NONFATAL,11/11/2013 12:00:00 AM,NOV,155900,15,MON,139030832,11/11/2013 03:59:00 PM,DISTRICT 4,45229
3,9XX ELBERON AV,39.1098535763535,-84.5653702540688,EAST PRICE HILL,2933,159007095,2,"CINCI, OH 45205",BLACK,FEMALE,16,NONFATAL,03/25/2015 12:00:00 AM,MAR,222000,22,WED,159007095,03/25/2015 10:20:00 PM,DISTRICT 3,45205
4,33XX READING RD,39.1394087122924,-84.4944725335595,AVONDALE,2902,159004094,1,"CINC, OH 45229",BLACK,MALE,32,NONFATAL,02/18/2015 12:00:00 AM,FEB,150400,15,WED,159004094,02/18/2015 03:04:00 PM,DISTRICT 4,45229
1,10XX LINN ST,39.1075749834368,-84.5281991157951,WEST END,2887,159002541,1,"CINCINNATI, OH 45206",BLACK,MALE,35,FATAL,01/29/2015 12:00:00 AM,JAN,193000,19,THU,159002541,01/29/2015 07:30:00 PM,DISTRICT 1,45203
4,13XX CALIFORNIA AV,39.1770338779264,-84.476493569169,BOND HILL,3191,159024175,1,"CINCINNATI, OH 45216",BLACK,FEMALE,15,NONFATAL,09/05/2015 12:00:00 AM,SEP,234500,23,SAT,159024175,09/05/2015 11:45:00 PM,DISTRICT 4,
2,23XX SALVADORE ST,39.0962036873262,-84.3863716835531,MOUNT WASHINGTON,1018,21002599S1,1,,WHITE,MALE,47,FATAL,06/18/2010 12:00:00 AM,JUN,,N/A,FRI,21002599S1,06/18/2010 12:00:00 AM,DISTRICT 2,45230
3,16XX DEWEY AV,39.1181496349415,-84.5818868885879,WEST PRICE HILL,1929,129023287,1,"CINC, OH 45205",BLACK,MALE,17,NONFATAL,08/16/2012 12:00:00 AM,AUG,031500,3,THU,129023287,08/16/2012 03:15:00 AM,DISTRICT 3,45205
2,29XX HACKBERRY ST,39.1297369406116,-84.4747527598888,EAST WALNUT HILLS,3649,169023263,1,,BLACK,FEMALE,19,NONFATAL,09/08/2016 12:00:00 AM,SEP,030000,3,THU,169023263,09/08/2016 03:00:00 AM,DISTRICT 2,
5,26XX CHESTERFIELD CT,39.2024871773366,-84.5783662379577,MOUNT AIRY,2960,159009442,2,"CINTI, OH 45239",BLACK,MALE,32,NONFATAL,04/18/2015 12:00:00 AM,APR,184500,18,SAT,159009442,04/18/2015 06:45:00 PM,DISTRICT 5,45239
4,22XX VINE ST,39.1204453135394,-84.5155071821394,MOUNT AUBURN,2297,139017666,1,"CINC, OH 45237",BLACK,MALE,34,NONFATAL,07/08/2013 12:00:00 AM,JUL,220000,22,MON,139017666,07/08/2013 10:00:00 PM,DISTRICT 4,45219
4,16XX SUMMIT RD,39.2020907849281,-84.4599084454448,ROSELAWN,1946,129025126,2,,BLACK,MALE,28,NONFATAL,09/01/2012 12:00:00 AM,SEP,225900,22,SAT,129025126,09/01/2012 10:59:00 PM,DISTRICT 4,45237
4,16XX CALIFORNIA AV,39.1758970535707,-84.4673584562487,BOND HILL,2764,149023751,1,"CINC, OH 45237",BLACK,MALE,25,NONFATAL,09/19/2014 12:00:00 AM,SEP,184200,18,FRI,149023751,09/19/2014 06:42:00 PM,DISTRICT 4,45237
5,5XX DUTCH COLONY DR,39.1895274583746,-84.5117546464807,WINTON HILLS,1879,129018778,1,"CINC, OH 45229",BLACK,FEMALE,23,NONFATAL,07/08/2012 12:00:00 AM,JUL,214000,21,SUN,129018778,07/08/2012 09:40:00 PM,DISTRICT 5,45232
4,33XX MILTON CT,39.1391098823018,-84.4912553013366,AVONDALE,2372,139024671,2,"CINC, OH 45207",BLACK,MALE,29,NONFATAL,09/09/2013 12:00:00 AM,SEP,220000,22,MON,139024671,09/09/2013 10:00:00 PM,DISTRICT 4,45229
4,34XX CLEVELAND CT,39.1418346477196,-84.4853830216752,AVONDALE,1583,41106223,1,"CINC, OH 45229",BLACK,MALE,30,FATAL,09/24/2011 12:00:00 AM,SEP,200700,20,SAT,41106223,09/24/2011 08:07:00 PM,DISTRICT 4,45229
3,12XX WESSELS AV,39.1138491641465,-84.5727859098691,EAST PRICE HILL,2050,129036780,3,"CINCINNATI, OH 45205",WHITE,FEMALE,56,NONFATAL,12/17/2012 12:00:00 AM,DEC,231000,23,MON,129036780,12/17/2012 11:10:00 PM,DISTRICT 3,45205
2,36XX NORTHDALE PL,39.1809270188477,-84.4138586631143,KENNEDY HEIGHTS,2622,149011838,1,"CINCINNATI, OH 45215",BLACK,MALE,33,NONFATAL,05/22/2014 12:00:00 AM,MAY,121600,12,THU,149011838,05/22/2014 12:16:00 PM,DISTRICT 2,45213
4,6XX LINCOLN AV,39.1324311346302,-84.4952962928007,AVONDALE,125,40803359,1,,WHITE,MALE,6,NONFATAL,05/20/2008 12:00:00 AM,MAY,,N/A,TUE,40803359,05/20/2008 12:00:00 AM,DISTRICT 4,45206
1,18XX ELM ST,39.1146784399675,-84.5191493712936,OVER-THE-RHINE,2347,139021494,4,"CINC, OH 45202",BLACK,FEMALE,42,NONFATAL,08/12/2013 12:00:00 AM,AUG,230400,23,MON,139021494,08/12/2013 11:04:00 PM,DISTRICT 1,45202
1,XX FINDLAY ST,39.1168882002496,-84.5177088413718,OVER-THE-RHINE,3076,159016071,1,"CINCINNATI, OH 45202",BLACK,MALE,18,FATAL,06/22/2015 12:00:00 AM,JUN,190300,19,MON,159016071,06/22/2015 07:03:00 PM,DISTRICT 1,45202
1,XX W 13TH ST,39.1097681819837,-84.5154782657534,OVER-THE-RHINE,3414,169002818,1,"CINCINNATI, OH 45229",BLACK,MALE,15,NONFATAL,03/22/2016 12:00:00 AM,MAR,182500,18,TUE,169002818,03/22/2016 06:25:00 PM,DISTRICT 1,
4,1XX GLENRIDGE PL,39.1528084736281,-84.5018803792143,AVONDALE,2410,139027255,1,"CINC, OH 45217",BLACK,MALE,21,NONFATAL,10/04/2013 12:00:00 AM,OCT,053000,5,FRI,139027255,10/04/2013 05:30:00 AM,DISTRICT 4,45217
4,30XX READING RD,39.1324296899809,-84.498121373163,AVONDALE,3807,179002830,1,,BLACK,MALE,25,NONFATAL,01/30/2017 12:00:00 AM,JAN,104000,10,MON,179002830,01/30/2017 10:40:00 AM,DISTRICT 4,
3,31XX SUNSHINE AV,39.1446048265248,-84.5786307668036,WESTWOOD,3117,159018675,4,"CINCINNATI, OH 45211",BLACK,FEMALE,15,NONFATAL,07/17/2015 12:00:00 AM,JUL,201500,20,FRI,159018675,07/17/2015 08:15:00 PM,DISTRICT 3,45211
5,43XX VIRGINIA AV,39.1691735060232,-84.547701737819,NORTHSIDE,3605,169020403,1,"CINCINNATI, OH",WHITE,MALE,27,FATAL,08/10/2016 12:00:00 AM,AUG,234600,23,WED,169020403,08/10/2016 11:46:00 PM,DISTRICT 5,
1,5XX DERRICK TURNBOW,39.1120998661089,-84.5243930233611,WEST END,2127,139005524,1,,BLACK,MALE,28,NONFATAL,03/10/2013 12:00:00 AM,MAR,201800,20,SUN,139005524,03/10/2013 08:18:00 PM,DISTRICT 1,45214
4,6XX MCGREGOR AV,39.1228802391923,-84.4991994013658,WALNUT HILLS,213,40805097,1,,BLACK,MALE,18,NONFATAL,07/18/2008 12:00:00 AM,JUL,,N/A,FRI,40805097,07/18/2008 12:00:00 AM,DISTRICT 4,45206
4,DX,37.7950283903993,-89.3166636578326,,2904,159004162,1,"CINC, OH 45223",BLACK,MALE,23,NONFATAL,02/19/2015 12:00:00 AM,FEB,150000,15,THU,159004162,02/19/2015 03:00:00 PM,DISTRICT 4,45052
2,17XX MEARS AV,39.0848213156313,-84.3870525349651,MOUNT WASHINGTON,1005,21002404,1,,BLACK,MALE,31,NONFATAL,06/11/2010 12:00:00 AM,JUN,,N/A,FRI,21002404,06/11/2010 12:00:00 AM,DISTRICT 2,45230
3,21XX STORRS ST,39.1023053394702,-84.5515878278924,LOWER PRICE HILL,3554,169017471,2,"CINCINNATI, OH 45223",BLACK,MALE,24,NONFATAL,07/14/2016 12:00:00 AM,JUL,210500,21,THU,169017471,07/14/2016 09:05:00 PM,DISTRICT 3,
5,5XX BURR OAK ST,39.1755452941278,-84.5124603731431,WINTON HILLS,2401,139026491,2,,UNKNOWN,MALE,43,NONFATAL,09/28/2013 12:00:00 AM,SEP,012000,1,SAT,139026491,09/28/2013 01:20:00 AM,DISTRICT 5,45232
1,5XX GENESSEE ST,39.109240937533,-84.5235802237094,WEST END,2449,139030246,1,"CINC, OH 45202",BLACK,MALE,44,NONFATAL,11/04/2013 12:00:00 AM,NOV,184000,18,MON,139030246,11/04/2013 06:40:00 PM,DISTRICT 1,45214
1,17XX JOHN ST,39.1146276008466,-84.524342100371,WEST END,671,10903675,1,,BLACK,MALE,29,NONFATAL,08/10/2009 12:00:00 AM,AUG,,N/A,MON,10903675,08/10/2009 12:00:00 AM,DISTRICT 1,45214
4,7XX RIDGEWAY AV,39.1379025531466,-84.4950059049788,AVONDALE,3240,159027759,1,"CINCINNATI, OH 45239",BLACK,MALE,32,FATAL,10/08/2015 12:00:00 AM,OCT,203600,20,THU,159027759,10/08/2015 08:36:00 PM,DISTRICT 4,
4,29XX READING RD,39.1325178384666,-84.4983987983301,AVONDALE,725,40906566,1,,BLACK,MALE,-8,NONFATAL,09/19/2009 12:00:00 AM,SEP,,N/A,SAT,40906566,09/19/2009 12:00:00 AM,DISTRICT 4,45206
3,34XX FYFFE AV,39.146289258911,-84.5736678880174,EAST WESTWOOD,495,30902233,1,,BLACK,MALE,34,NONFATAL,03/18/2009 12:00:00 AM,MAR,,N/A,WED,30902233,03/18/2009 12:00:00 AM,DISTRICT 3,45211
1,16XX RACE ST,39.1139399253554,-84.5175378734291,OVER-THE-RHINE,3010,159011805,1,"CINCINNATI, OH",BLACK,MALE,23,NONFATAL,05/12/2015 12:00:00 AM,MAY,044000,4,TUE,159011805,05/12/2015 04:40:00 AM,DISTRICT 1,45202
4,7XX GREENWOOD AV,39.1510820049577,-84.4854562122277,NORTH AVONDALE,2910,159004982,1,"CINCINNATI, OH 45229",BLACK,MALE,25,NONFATAL,03/03/2015 12:00:00 AM,MAR,012600,1,TUE,159004982,03/03/2015 01:26:00 AM,DISTRICT 4,45229
4,8XX BUENA VISTA PL,39.1344598906298,-84.487682234654,WALNUT HILLS,395,40809132,2,,BLACK,MALE,42,NONFATAL,12/07/2008 12:00:00 AM,DEC,,N/A,SUN,40809132,12/07/2008 12:00:00 AM,DISTRICT 4,45206
5,58XX COLERAIN AV,39.2004880528508,-84.5798944081633,MOUNT AIRY,1660,51106758,1,"CIN, OH 45211",BLACK,MALE,25,NONFATAL,12/01/2011 12:00:00 AM,DEC,022500,2,THU,51106758,12/01/2011 02:25:00 AM,DISTRICT 5,45239
1,1XX E CLIFTON AV,39.1166135483831,-84.5140665949979,OVER-THE-RHINE,1953,129025854,1,"CINC, OH 45205",BLACK,MALE,32,NONFATAL,09/07/2012 12:00:00 AM,SEP,204500,20,FRI,129025854,09/07/2012 08:45:00 PM,DISTRICT 1,45202
1,2XX HENRY ST,39.1172109797988,-84.5197565292029,OVER-THE-RHINE,2171,139009598,1,0,BLACK,MALE,54,NONFATAL,04/19/2013 12:00:00 AM,APR,005500,0,FRI,139009598,04/19/2013 12:55:00 AM,DISTRICT 1,45202
1,4XX FINDLAY ST,39.1151047242444,-84.5234488535739,WEST END,3717,169028636,1,,BLACK,MALE,45,NONFATAL,11/01/2016 12:00:00 AM,NOV,215800,21,TUE,169028636,11/01/2016 09:58:00 PM,DISTRICT 1,
3,37XX WESTMONT DR,39.1239282088152,-84.5702606414085,WEST PRICE HILL,1986,129028883,1,"COVINGTON, KY 41014",WHITE,MALE,21,NONFATAL,10/07/2012 12:00:00 AM,OCT,174500,17,SUN,129028883,10/07/2012 05:45:00 PM,DISTRICT 3,45205
3,19XX WESTWOOD NORTHERN BV,39.1434868162192,-84.5591924685846,ENGLISH WOODS,3525,169015414,2,"CINCINNATI, OH 45224",BLACK,MALE,36,NONFATAL,06/25/2016 12:00:00 AM,JUN,022800,2,SAT,169015414,06/25/2016 02:28:00 AM,DISTRICT 3,
3,20XX MILLVALE CT,39.148646219481,-84.5546628600105,MILLVALE,965,31004322,1,,WHITE,MALE,26,FATAL,05/14/2010 12:00:00 AM,MAY,,N/A,FRI,31004322,05/14/2010 12:00:00 AM,DISTRICT 3,45225
3,24XX HARRISON AV,39.138909981031,-84.5782566733668,WESTWOOD,3288,159030448,3,"CINCINNATI, OH 45211",BLACK,MALE,22,NONFATAL,11/08/2015 12:00:00 AM,NOV,203500,20,SUN,159030448,11/08/2015 08:35:00 PM,DISTRICT 3,
3,32XX CAVANAUGH AV,39.1417658353297,-84.5728115600852,WESTWOOD,920,31002472,1,,BLACK,MALE,16,NONFATAL,03/27/2010 12:00:00 AM,MAR,,N/A,SAT,31002472,03/27/2010 12:00:00 AM,DISTRICT 3,45211
3,38XX BORDEN ST,39.1560995187012,-84.5479231632779,SOUTH CUMMINSVILLE,1104,31008664,1,"CINC, OH 45225",BLACK,MALE,16,NONFATAL,08/31/2010 12:00:00 AM,AUG,,N/A,TUE,31008664,08/31/2010 12:00:00 AM,DISTRICT 3,45223
4,5XX BLAIR AV,39.1413624744309,-84.4940746638467,AVONDALE,1861,129017734,1,"CINC, OH 45220",BLACK,MALE,20,NONFATAL,06/27/2012 12:00:00 AM,JUN,211200,21,WED,129017734,06/27/2012 09:12:00 PM,DISTRICT 4,45229
5,27XX JEFFERSON AV,39.1309954498698,-84.5117284825372,CUF,2522,149002500,1,"CINTI, OH 45219",UNKNOWN,MALE,20,NONFATAL,02/02/2014 12:00:00 AM,FEB,194500,19,SUN,149002500,02/02/2014 07:45:00 PM,DISTRICT 5,45221
4,7XX WHITTIER ST,39.1379853956269,-84.494736357136,AVONDALE,2696,149018183,1,"CINC, OH 45229",BLACK,MALE,24,NONFATAL,07/27/2014 12:00:00 AM,JUL,024000,2,SUN,149018183,07/27/2014 02:40:00 AM,DISTRICT 4,45229
4,28XX ASHLAND AV,39.1292701809773,-84.4830045556528,WALNUT HILLS,3106,159017585,1,"CINC, OH 45214",BLACK,MALE,25,NONFATAL,07/07/2015 12:00:00 AM,JUL,213000,21,TUE,159017585,07/07/2015 09:30:00 PM,DISTRICT 4,45206
2,58XX PEABODY AV,39.1587296497916,-84.3944534226424,MADISONVILLE,996,21002274,1,,BLACK,MALE,19,FATAL,06/04/2010 12:00:00 AM,JUN,,N/A,FRI,21002274,06/04/2010 12:00:00 AM,DISTRICT 2,45227
3,11XX GRAND AV,39.1142260551094,-84.5604307730519,EAST PRICE HILL,214,30806908,1,,WHITE,MALE,16,NONFATAL,07/19/2008 12:00:00 AM,JUL,,N/A,SAT,30806908,07/19/2008 12:00:00 AM,DISTRICT 3,45204
4,21XX AUBURN AV,39.1193516804083,-84.5085320292879,MOUNT AUBURN,893,41001412,1,,BLACK,MALE,16,NONFATAL,03/18/2010 12:00:00 AM,MAR,,N/A,THU,41001412,03/18/2010 12:00:00 AM,DISTRICT 4,45219
3,24XX SUNNYHILL DR,39.1547022448142,-84.5600584742228,FAYE APARTMENTS,168,30805776,1,,WHITE,FEMALE,22,NONFATAL,06/21/2008 12:00:00 AM,JUN,,N/A,SAT,30805776,06/21/2008 12:00:00 AM,DISTRICT 3,45225
3,17XX KNOX ST,39.1284276955589,-84.5528665820998,SOUTH FAIRMOUNT,2426,139028424,1,"CINCINNATI, OH",BLACK,MALE,14,FATAL,10/15/2013 12:00:00 AM,OCT,171100,17,TUE,139028424,10/15/2013 05:11:00 PM,DISTRICT 3,45214
4,9XX CHAPEL ST,39.1318766782352,-84.488436972019,WALNUT HILLS,1746,129005439,1,"CINC, OH 45206",BLACK,MALE,31,NONFATAL,03/01/2012 12:00:00 AM,MAR,155000,15,THU,129005439,03/01/2012 03:50:00 PM,DISTRICT 4,45206
3,20XX MILLVALE CT,39.1483118621656,-84.5546468218607,MILLVALE,2590,149009407,1,"CINCINNATI, OH 45205",BLACK,MALE,21,NONFATAL,04/27/2014 12:00:00 AM,APR,132100,13,SUN,149009407,04/27/2014 01:21:00 PM,DISTRICT 3,45225
1,4XX E LIBERTY ST,39.1137006502946,-84.5251593879777,WEST END,447,10900354,1,,WHITE,MALE,46,NONFATAL,01/25/2009 12:00:00 AM,JAN,,N/A,SUN,10900354,01/25/2009 12:00:00 AM,DISTRICT 1,45214
3,22XX WYOMING AV,39.1256708884554,-84.5744895610253,WEST PRICE HILL,1025,31005921,2,,BLACK,MALE,27,NONFATAL,06/24/2010 12:00:00 AM,JUN,,N/A,THU,31005921,06/24/2010 12:00:00 AM,DISTRICT 3,45214
1,8XX CLARK ST,39.1087869996608,-84.527542478333,WEST END,1490,11102887,3,"COVINGTON, KY 41011",BLACK,FEMALE,15,NONFATAL,07/13/2011 12:00:00 AM,JUL,203000,20,WED,11102887,07/13/2011 08:30:00 PM,DISTRICT 1,45203
5,8XX DUTCH COLONY DR,39.1904851817935,-84.5196634405113,WINTON HILLS,2603,149010156,1,"CINCINNATI, OH 45241",BLACK,MALE,24,NONFATAL,05/05/2014 12:00:00 AM,MAY,123700,12,MON,149010156,05/05/2014 12:37:00 PM,DISTRICT 5,45232
4,25XX VICTORY PY,39.1267435768205,-84.4846371790763,WALNUT HILLS,3357,169001515,1,"CINCINNATI, OH 45206",BLACK,MALE,50,NONFATAL,01/18/2016 12:00:00 AM,JAN,225000,22,MON,169001515,01/18/2016 10:50:00 PM,DISTRICT 4,
5,32XX COLERAIN AV #21,39.1403222481477,-84.5394778037685,CAMP WASHINGTON,1714,129001498,1,"CINC, OH 45217",BLACK,FEMALE,21,FATAL,01/15/2012 12:00:00 AM,JAN,145500,14,SUN,129001498,01/15/2012 02:55:00 PM,DISTRICT 5,45225
2,46XX KELLOGG AV,39.0905594237156,-84.4248828493522,EAST END,3198,159024954,1,"CINCINNATI, OH 45224",BLACK,MALE,20,NONFATAL,09/13/2015 12:00:00 AM,SEP,022300,2,SUN,159024954,09/13/2015 02:23:00 AM,DISTRICT 2,
1,16XX WALNUT ST,39.1132578469392,-84.5152080396209,OVER-THE-RHINE,1889,129019827,2,"CINCI, OH 45202",BLACK,MALE,25,NONFATAL,07/18/2012 12:00:00 AM,JUL,123100,12,WED,129019827,07/18/2012 12:31:00 PM,DISTRICT 1,45202
C,XX W 9TH ST,39.1050722498334,-84.5147778970367,CBD/RIVERFRONT,3639,169022922,2,,BLACK,MALE,23,NONFATAL,09/04/2016 12:00:00 AM,SEP,222800,22,SUN,169022922,09/04/2016 10:28:00 PM,CENTRAL BUSINESS SECTION,
1,XX E MCMICKEN AV,39.1144971906339,-84.5160778317805,OVER-THE-RHINE,2963,159009524,1,45202,BLACK,MALE,26,NONFATAL,04/19/2015 12:00:00 AM,APR,232500,23,SUN,159009524,04/19/2015 11:25:00 PM,DISTRICT 1,45202
4,35XX READING RD,39.1462148727991,-84.4908067872169,AVONDALE,2447,139029988,1,"CINC, OH 45229",BLACK,MALE,27,NONFATAL,11/01/2013 12:00:00 AM,NOV,155000,15,FRI,139029988,11/01/2013 03:50:00 PM,DISTRICT 4,45229
3,12XX FIRST AV,39.1158542848864,-84.5787339997244,WEST PRICE HILL,1483,31105983,1,"CINC, OH 45238",WHITE,MALE,39,NONFATAL,07/10/2011 12:00:00 AM,JUL,040000,4,SUN,31105983,07/10/2011 04:00:00 AM,DISTRICT 3,45205
5,54XX BAHAMA TE,39.1892847246436,-84.5655313606312,MOUNT AIRY,891,51001326,1,,BLACK,MALE,25,NONFATAL,03/17/2010 12:00:00 AM,MAR,,N/A,WED,51001326,03/17/2010 12:00:00 AM,DISTRICT 5,45223
4,35XX PURDUE ST,39.146593093268,-84.5078801209551,AVONDALE,892,41001397,1,,BLACK,MALE,44,NONFATAL,03/17/2010 12:00:00 AM,MAR,,N/A,WED,41001397,03/17/2010 12:00:00 AM,DISTRICT 4,45220
3,17XX QUEEN CITY AV,39.1251485955169,-84.5566769306742,SOUTH FAIRMOUNT,1180,31010661,1,"CINC, OH 45214",BLACK,MALE,44,NONFATAL,10/22/2010 12:00:00 AM,OCT,,N/A,FRI,31010661,10/22/2010 12:00:00 AM,DISTRICT 3,45214
1,1XX E FOURTEENTH ST,39.1104992905758,-84.5121542386973,OVER-THE-RHINE,62,10801346,1,,BLACK,MALE,31,NONFATAL,03/27/2008 12:00:00 AM,MAR,,N/A,THU,10801346,03/27/2008 12:00:00 AM,DISTRICT 1,45202
3,31XX MOOSEWOOD AV,39.140466932043,-84.5514383220077,MILLVALE,3758,169033372,1,,BLACK,MALE,21,NONFATAL,12/22/2016 12:00:00 AM,DEC,010000,1,THU,169033372,12/22/2016 01:00:00 AM,DISTRICT 3,
4,36XX READING RD,39.1493860192459,-84.4876452485691,NORTH AVONDALE,397,40809184,1,,BLACK,FEMALE,30,NONFATAL,12/09/2008 12:00:00 AM,DEC,,N/A,TUE,40809184,12/09/2008 12:00:00 AM,DISTRICT 4,45229
3,18XX FORBUS ST,39.1253833528389,-84.5609342423791,SOUTH FAIRMOUNT,950,31003361,1,,BLACK,MALE,14,NONFATAL,04/20/2010 12:00:00 AM,APR,,N/A,TUE,31003361,04/20/2010 12:00:00 AM,DISTRICT 3,45214
5,54XX BAHAMA TER,39.1878580339851,-84.5653920014046,MOUNT AIRY,2734,149021902,1,"CINCINNATI, OH 45239",BLACK,MALE,39,NONFATAL,09/02/2014 12:00:00 AM,SEP,115000,11,TUE,149021902,09/02/2014 11:50:00 AM,DISTRICT 5,45223
4,44XX READING LN,39.1653327489331,-84.4721008933156,PADDOCK HILLS,3588,169018693,1,"CINCINNATI, OH 45229",WHITE,MALE,43,NONFATAL,07/25/2016 12:00:00 AM,JUL,174500,17,MON,169018693,07/25/2016 05:45:00 PM,DISTRICT 4,
1,17XX ELM ST,39.1145064565083,-84.5203236285892,OVER-THE-RHINE,1345,11101223,1,45240,BLACK,MALE,35,NONFATAL,04/04/2011 12:00:00 AM,APR,003500,0,MON,11101223,04/04/2011 12:35:00 AM,DISTRICT 1,45202
4,23XX MAPLEWOOD AV,39.1225616104656,-84.5045129624981,MOUNT AUBURN,3535,169016091,1,"CINCINNNATI, OH 45225",BLACK,MALE,28,NONFATAL,07/01/2016 12:00:00 AM,JUL,134000,13,FRI,169016091,07/01/2016 01:40:00 PM,DISTRICT 4,
4,6XX MAPLE AV,39.1411394378432,-84.4954163121009,AVONDALE,3224,159026906,1,"CINCINNATI, OH 45229",BLACK,MALE,19,NONFATAL,09/29/2015 12:00:00 AM,SEP,212600,21,TUE,159026906,09/29/2015 09:26:00 PM,DISTRICT 4,
3,6XX NEAVE ST,39.1031243791594,-84.5528657391273,LOWER PRICE HILL,1597,31108684,1,"CINC, OH 45225",BLACK,MALE,22,NONFATAL,10/03/2011 12:00:00 AM,OCT,141500,14,MON,31108684,10/03/2011 02:15:00 PM,DISTRICT 3,45204
1,1XX E MCMICKEN AV,39.1141342484903,-84.5140853812801,OVER-THE-RHINE,3523,169015402,1,"CINCINNATI, OH 45202",BLACK,MALE,22,NONFATAL,06/24/2016 12:00:00 AM,JUN,230000,23,FRI,169015402,06/24/2016 11:00:00 PM,DISTRICT 1,
2,18XX HEWITT AV,39.136976020682,-84.4697264364381,EVANSTON,3059,159014795,3,"CINCINNATI, OH 45225",BLACK,MALE,18,FATAL,06/10/2015 12:00:00 AM,JUN,144300,14,WED,159014795,06/10/2015 02:43:00 PM,DISTRICT 2,45207
3,32XX GOBEL AV,39.145762101299,-84.5822018327439,WESTWOOD,97,30803606,1,,WHITE,MALE,26,NONFATAL,04/24/2008 12:00:00 AM,APR,,N/A,THU,30803606,04/24/2008 12:00:00 AM,DISTRICT 3,45211
3,30XX MCHENRY AV,39.1428802429566,-84.579258309012,WESTWOOD,2788,149026157,1,"CINC, OH 45238",BLACK,MALE,22,NONFATAL,10/12/2014 12:00:00 AM,OCT,211500,21,SUN,149026157,10/12/2014 09:15:00 PM,DISTRICT 3,45211
4,11XX CHAPEL ST,39.1305847573849,-84.4844953134615,WALNUT HILLS,8,40800095,1,,BLACK,MALE,20,NONFATAL,01/07/2008 12:00:00 AM,JAN,,N/A,MON,40800095,01/07/2008 12:00:00 AM,DISTRICT 4,45206
1,8XX CHARLOTTE ST,39.1157794363563,-84.5284108000626,WEST END,695,10904009,1,,BLACK,MALE,19,NONFATAL,08/28/2009 12:00:00 AM,AUG,,N/A,FRI,10904009,08/28/2009 12:00:00 AM,DISTRICT 1,45214
